tweet_id,tweet_text
1460454033530015745,"@4pass1life @jt_mag_os Umm, not in Ontario : Third Doses of an mRNA COVID-19 vaccine are available by appointment for the following populations who received their second dose on or before May 31st (at least 6 months or 168 days ago) and who are 16 years of age or older: I had AZ in June. Dec5th. I go. https://t.co/eAl1zzCvSF"
1460451487528755202,@ohplzlol Well I have it’s a war against the Covid 19 virus TJ
1460451283719045126,"This is really hard to look at. Our kids haven’t been treated like this in Toronto (thankfully), but there is plenty of COVID theatre that has dehumanized education here too. Hopefully a lot less of it in 2022. https://t.co/XotngmNbz7"
1460450732633513987,@PfizerCA @top_employers The people who work for Pfizer know they’re safe from being mandated to take the hokey pokey. That’s their satisfaction.
1460450577423478789,@nicolekwu Thailand and Cambodia just lifted their requirement for vaxxed travelers! I don’t know much about Thailand! Cambodia lifted their quarantine today for vaxxed traveller. The PM said traveller just need proof of vax and a negative COVID test and then no quarantine is needed!
1460450026044469252,Post-covid reunion. @ Hooters of Toronto Airport https://t.co/xPRQyhelFL
1460449606173614086,And one more random covid test at the airport. Why not?
1460448124187525124,"@MsYouDoYou Unfortunately that makes sense, even without covid. Bunch of old regulars were just happy to see some new faces when we went in."
1460445991140618240,@CityofVancouver @PortVancouver @CoastGuardCAN Covid related ?
1460445279593938945,Benefits and costs of covid policy https://t.co/G5UL5AlzJG
1460442307178737665,A huge thank you to @AirCanada for holding the plane 15 min so my wife could board. Big negative to YYC for no assistance and lack of direction after the random covid test. Back through security after going to Terminal D and finding it was closed and needed to go through C.
1460441274989826049,Pfizer’s Clinical Trial Data: The Vaccine Causes The Recipients To Develop Acquired Immunodeficiency Syndrome (AIDS) I couldn't say it... Bit here it is... Take the VAX once... Take it for life. Literally! https://t.co/81lOnEbBQL
1460439976806469633,"Powell is a Trumper. As are you. As chair of the  Fed, he used QE us a good economy to inflate a stock market that was crashing from the cancellation of trade deals. Horrendous debt without a return, pre covid. Finkelstein owns The Hill. https://t.co/IKopJIz5Tt"
1460439639521693697,"Dear @genesimmons, it's sad you decided to use your platform for divide. Your ""enemies"" afforded you the lifestyle you're living. Talking about keeping others safe, I bet you always wore a condom, when you cheated on your wife. #Covid_19 #music #politics #COVID19"
1460438884316114944,"@ScarletBjornson @Speedster9110 Ladies ladies, I like to refer to my PJ bottoms, shirt and beard scruff fashion as Covid Chic. Me at 55 https://t.co/llINsRR2rJ"
1460437220821721092,@MikeSchreiner So after covid get ready for climate lockdowns
1460437217143189508,@Paul_Figler Before Covid we had a group of guys hitting up the Steam Room at the Rec Center once a week. Was great getting in a early morning steam and having some great conversations.
1460435831533944836,"@DrMunaSaleh My darling husband who has missed going to the gym since COVID, sat up on the bed and said ""when did getting up involve a snap, crackle and pop...of EVERYTHING...?"" 😄"
1460434698602172420,"@BU7ERA Oh I’ve always believed that. Same with covid, they don’t want it to end because it’s bringing $$$$$"
1460431260271067139,"Imagine being responsible for lives lost from covid. Vaccines save lives. If you work with the public and refuse to vaccinate that's your choice, but it's not your choice to put others at risk. Thanks a mom of a child with cancer. https://t.co/1mdig9o6r1"
1460431207997448195,"AMGMT — Latino vaccination rates up significantly; Blacks narrowing the gap: Hispanics represent 16.9% — nearly 400,000 people — of the region's population 15 and older. In late March, fewer than 10% of those vaccinated were ... View article... https://t.co/pMIo0a7khE"
1460431205946388484,"@kahnkidz Imagine being responsible for lives lost from covid. Vaccines save lives. If you work with the public and refuse to vaccinate that's your choice, but it's not your choice to put others at risk. Thanks a mom of a child with cancer."
1460430612766945283,"Albertans know what's unbelievable, the NDP behaving as if they would  have better handled the Covid issue. 🤯🤡🥴 Chill pill please. #StopCovidSocialism  #ProtectTheVulnerable #OpenUpCanada https://t.co/hGPeLAilTo"
1460429995021586434,"@dzzoom2_dan @bruce_arthur Yes, we know. It will end when they say it ends. Maybe once we hit 120% vaccination rate."
1460429609023983617,"I tried a few times after that to see if I could get their attention but the only things they’d really respond to if at all were like, really stupid comments of mine, and I was genuinely, especially after being very much alone for all of Covid-19 dealing with a lot of personal"
1460423526691885064,@Jorgecal13 @CTVNews bullshit no shot bitch just covid
1460420019314167810,"After the Covid storm came the calm in the form of the brilliant, witty, and oh so sweet, @rgay. It was such an honour to introduce you for the @HRIatIllinois, Festival of Writers."
1460418122712768518,COVID-19 vaccination clinic. https://t.co/YrIcU7IkoE
1460417062530998279,I am a little worried about heading into the holiday season. Is my COVID weight gain super noticeable? https://t.co/OtF1pR9MXp
1460415676225671172,@SJCNL709 Will there be standing room available for anyone after the first 50?!  Id like to go but i know covid has limited our capacity also 😊
1460415226344402947,"@househounds @2Duefer @GlobalRaider @Muninn18085831 @PatBruc @NoGunsInCanada @PrairieVeteran @GotJuiceCTD @eugenETSpanier @Geko191 @Dicky_Paul_95 @MelouTremblay @Upspoononetwo @JohnPeate5 @racing243 @DiveEric @oxomoron @SilentN73204929 @arotenstein @Cdn_Dissident @ArmenHovsepian @LepageDavid @MagChange_73 @aaakk @GunnieMadcat @chrisullmann3 @TheRealDogPoun1 @Oldger1958 @halimonkey @DavidHamer_1951 @RBlakeBrown @Polysesouvient @Docs4GunControl It's not an anti vax hashtag. I'm not an anti vaxxer and support the use of vaccines that are properly tested and trialed for those who need them.   The current concoction being marketed as A Covid vaccination is neither of those things and even if it was, I don't require it."
1460413876592422914,"@RacineRocky Yup. Laughable. Young guys who want to play hockey, dealing with COVID and staying healthy and safe. Young families that they hope will be ok and team mates that they don’t want to see get sick. Yup really laughable"
1460413285321240579,Travel planning is much more bewildering this Christmas... Looking forward to seeing my parents for the first time in over two years https://t.co/ksXzDpKuZg
1460411748217876490,@DrJacobsRad Kind of like the guy who’s friend turned gay after getting the Covid-19 vaccine.
